time(s),mvs
0.000,-64.62500
0.101,-64.62500
0.152,-64.87500
0.203,-64.87500
0.253,-64.87500
0.304,-65.00000
0.359,-64.75000
0.410,-64.62500
0.461,-65.00000
0.511,-65.00000
0.562,-65.00000
0.613,-65.12500
0.664,-65.12500
0.717,-65.12500
0.767,-65.00000
0.820,-65.12500
0.871,-65.12500
0.922,-65.37500
0.972,-65.37500
1.023,-65.12500
1.074,-65.25000
1.125,-65.00000
1.176,-28.00000
1.227,25.87500
1.281,65.12500
1.332,111.25000
1.382,133.62500
1.433,158.12500
1.487,177.75000
1.537,190.62500
1.588,186.12500
1.639,185.62500
1.690,196.00000
1.741,200.12500
1.792,201.12500
1.842,201.62500
1.893,201.12500
1.944,199.25000
1.994,195.62500
2.045,190.25000
2.096,185.87500
2.147,181.75000
2.197,179.25000
2.248,176.25000
2.299,174.00000
2.350,172.37500
2.401,170.25000
2.453,169.75000
2.504,172.75000
2.554,175.87500
2.605,178.37500
2.656,178.75000
2.707,178.00000
2.758,177.50000
2.808,176.00000
2.859,174.62500
2.910,172.87500
2.960,171.37500
3.011,170.00000
3.062,168.62500
3.113,167.00000
3.164,165.75000
3.215,164.62500
3.266,163.12500
3.316,162.37500
3.367,161.25000
3.419,160.50000
3.470,159.75000
3.520,159.12500
3.571,158.25000
3.622,157.75000
3.673,157.12500
3.724,156.75000
3.774,156.62500
3.825,156.25000
3.876,155.62500
3.927,155.12500
3.977,154.50000
4.028,154.25000
4.079,153.75000
4.129,153.37500
4.180,152.87500
4.231,152.62500
4.282,152.12500
4.332,151.50000
4.385,151.00000
4.436,150.75000
4.487,150.50000
4.538,150.37500
4.588,150.12500
4.640,149.75000
4.690,149.62500
4.741,149.25000
4.792,149.00000
4.842,148.62500
4.893,148.37500
4.944,148.50000
4.995,148.37500
5.046,147.87500
5.096,147.75000
5.147,147.25000
5.198,147.12500
5.249,146.87500
5.300,146.75000
5.352,147.25000
5.403,146.75000
5.454,146.50000
5.504,146.37500
5.555,146.25000
5.606,145.87500
5.657,145.75000
5.707,145.75000
5.758,145.37500
5.809,145.25000
5.860,145.12500
5.910,144.62500
5.961,144.50000
6.012,144.25000
6.062,144.00000
6.113,144.12500
6.164,143.87500
