time(s),mvs,
46.149,69.37500,
46.349,68.75000,
46.550,68.00000,
46.751,67.37500,
46.951,66.50000,
47.152,66.25000,
47.353,65.37500,
47.553,64.75000,
47.754,64.12500,
47.955,63.37500,
48.155,62.75000,
48.356,62.25000,
48.557,61.50000,
48.757,60.62500,
48.958,60.12500,
49.158,59.37500,
49.359,58.75000,
49.560,58.00000,
49.760,57.50000,
49.961,56.62500,
50.162,56.12500,
50.362,55.37500,
50.563,54.87500,
50.763,54.37500,
50.964,53.62500,
51.165,52.75000,
51.365,52.25000,
51.566,51.50000,
51.767,51.00000,
51.967,50.25000,
52.168,49.75000,
52.369,49.00000,
52.569,48.37500,
52.770,47.62500,
52.971,47.25000,
53.171,46.50000,
53.372,45.87500,
53.572,45.25000,
53.773,44.62500,
53.974,43.87500,
54.174,43.37500,
54.375,42.62500,
54.576,42.00000,
54.776,41.37500,
54.977,40.75000,
55.178,40.25000,
55.378,39.50000,
55.579,38.87500,
55.779,38.25000,
55.980,37.87500,
56.181,37.00000,
56.381,36.37500,
56.582,35.75000,
56.783,35.50000,
56.983,34.87500,
57.184,34.00000,
57.385,33.62500,
57.585,33.00000,
57.786,32.50000,
57.986,31.87500,
58.187,31.37500,
58.388,30.50000,
58.588,30.00000,
58.789,29.50000,
58.990,28.87500,
59.190,28.50000,
59.391,27.87500,
59.592,27.37500,
59.792,26.75000,
59.993,26.12500,
60.193,25.62500,
60.394,25.00000,
60.595,24.50000,
60.795,23.87500,
60.996,23.37500,
61.197,22.87500,
61.397,22.25000,
61.598,21.87500,
61.799,21.37500,
61.999,20.87500,
62.200,20.37500,
62.401,19.75000,
62.601,19.12500,
62.802,18.37500,
63.003,18.00000,
63.203,17.50000,
63.404,17.12500,
63.605,16.62500,
63.805,16.12500,
64.006,15.75000,
64.207,15.25000,
64.407,14.62500,
64.608,13.87500,
64.809,13.50000,
65.009,12.87500,
65.210,12.50000,
65.411,12.12500,
65.611,11.62500,
65.812,11.25000,
66.012,10.50000,
66.213,10.12500,
66.414,9.75000,
66.614,9.12500,
66.815,8.75000,
67.016,8.37500,
67.216,8.00000,
67.417,7.37500,
67.618,7.00000,
67.818,6.37500,
68.019,5.75000,
68.219,5.50000,
68.420,5.25000,
68.621,4.50000,
68.821,3.75000,
69.022,3.62500,
69.223,3.12500,
69.423,2.75000,
69.624,2.12500,
69.825,1.75000,
70.025,1.50000,
70.226,0.87500,
70.427,0.37500,
70.627,0.25000,
70.828,-0.12500,
71.028,-0.62500,
71.229,-1.37500,
71.430,-1.62500,
71.630,-2.00000,
71.831,-2.62500,
72.032,-2.87500,
72.232,-3.37500,
72.433,-3.75000,
72.634,-4.37500,
72.834,-4.62500,
73.035,-5.00000,
73.236,-5.50000,
73.436,-5.75000,
73.637,-6.25000,
73.838,-6.62500,
74.038,-7.25000,
74.239,-7.37500,
74.440,-7.87500,
74.640,-8.12500,
74.841,-8.50000,
75.042,-8.75000,
75.242,-9.37500,
75.443,-9.87500,
75.644,-10.12500,
75.844,-10.62500,
76.045,-11.00000,
76.245,-11.50000,
76.446,-11.75000,
76.647,-12.00000,
76.847,-12.50000,
77.048,-12.87500,
77.249,-13.25000,
77.449,-13.87500,
77.650,-14.00000,
77.851,-14.12500,
78.051,-14.25000,
78.252,-14.87500,
78.453,-15.37500,
78.653,-15.75000,
78.854,-16.12500,
79.055,-16.62500,
79.255,-16.75000,
79.456,-17.25000,
79.657,-17.62500,
79.857,-17.87500,
80.058,-18.25000,
80.259,-18.50000,
80.459,-18.75000,
80.660,-19.37500,
80.861,-19.37500,
81.061,-19.87500,
81.262,-20.25000,
81.463,-20.62500,
81.663,-21.00000,
81.864,-21.12500,
82.065,-21.62500,
82.265,-22.00000,
82.466,-22.25000,
82.667,-22.62500,
82.867,-22.87500,
83.068,-23.50000,
83.268,-23.62500,
83.469,-24.00000,
83.670,-24.12500,
83.870,-24.62500,
84.071,-24.75000,
84.272,-25.00000,
84.472,-25.50000,
84.673,-25.75000,
84.874,-26.12500,
85.074,-26.25000,
85.275,-26.75000,
85.476,-27.12500,
85.676,-27.37500,
85.877,-27.87500,
86.078,-28.12500,
86.278,-28.25000,
86.479,-28.62500,
86.680,-28.87500,
86.880,-29.25000,
87.081,-29.50000,
87.282,-29.62500,
87.482,-30.12500,
87.683,-30.37500,
87.883,-30.50000,
88.084,-30.87500,
88.285,-31.12500,
88.485,-31.37500,
88.686,-31.62500,
88.887,-32.00000,
89.087,-32.37500,
89.288,-32.62500,
89.489,-32.87500,
89.689,-33.25000,
89.890,-33.62500,
90.091,-33.75000,
90.291,-33.75000,
90.492,-34.25000,
90.693,-34.50000,
90.893,-34.75000,
91.094,-34.87500,
91.294,-35.37500,
91.495,-35.50000,
91.696,-35.62500,
91.896,-36.00000,
92.097,-36.37500,
92.298,-36.62500,
92.498,-36.87500,
92.699,-36.87500,
92.900,-37.37500,
93.100,-37.37500,
93.301,-37.75000,
93.502,-38.00000,
93.702,-38.25000,
93.903,-38.37500,
94.103,-39.00000,
94.304,-39.12500,
94.505,-39.12500,
94.705,-39.62500,
94.906,-39.62500,
95.107,-39.87500,
95.307,-40.37500,
95.508,-40.50000,
95.709,-40.62500,
95.909,-40.75000,
96.110,-41.25000,
96.311,-41.50000,
96.511,-41.50000,
96.712,-42.00000,
96.913,-42.00000,
97.113,-42.37500,
97.314,-42.37500,
97.514,-42.75000,
97.715,-42.62500,
97.916,-43.12500,
98.116,-43.37500,
98.317,-43.37500,
98.518,-43.75000,
98.718,-43.75000,
98.919,-44.25000,
99.120,-44.37500,
99.320,-44.62500,
99.521,-45.00000,
99.722,-44.87500,
99.922,-45.37500,
100.123,-45.62500,
100.324,-45.50000,
100.524,-45.87500,
100.725,-45.87500,
100.925,-46.37500,
101.126,-46.37500,
101.327,-46.37500,
101.527,-46.87500,
101.728,-47.00000,
101.929,-47.25000,
102.129,-47.50000,
102.330,-47.50000,
102.531,-47.87500,
102.731,-47.87500,
102.932,-48.00000,
103.133,-48.12500,
103.333,-48.50000,
103.534,-48.75000,
103.735,-48.75000,
103.935,-49.00000,
104.136,-49.37500,
104.337,-49.37500,
104.537,-49.62500,
104.738,-49.75000,
104.938,-49.87500,
105.139,-50.00000,
105.340,-50.00000,
105.540,-50.50000,
105.741,-50.62500,
105.942,-51.00000,
106.142,-51.00000,
106.343,-51.37500,
106.544,-51.25000,
106.744,-51.25000,
106.945,-51.50000,
107.146,-51.87500,
107.346,-51.75000,
107.547,-52.00000,
107.748,-52.12500,
107.948,-52.37500,
108.149,-52.50000,
108.350,-52.75000,
108.550,-52.75000,
108.751,-53.00000,
108.952,-53.00000,
109.152,-53.50000,
109.353,-53.62500,
109.554,-53.87500,
109.754,-53.75000,
109.955,-53.75000,
110.156,-53.87500,
110.356,-54.00000,
110.557,-54.37500,
110.758,-54.37500,
110.958,-54.75000,
111.159,-54.87500,
111.359,-54.87500,
111.560,-55.12500,
111.761,-55.62500,
111.961,-55.50000,
112.162,-55.62500,
112.363,-55.62500,
112.564,-55.62500,
112.764,-56.00000,
112.965,-56.00000,
113.166,-56.25000,
113.366,-56.37500,
113.567,-56.25000,
113.767,-56.37500,
113.968,-56.62500,
114.169,-56.87500,
114.369,-57.12500,
114.570,-57.00000,
114.771,-57.12500,
114.971,-57.50000,
115.172,-57.62500,
115.373,-57.62500,
115.573,-57.62500,
115.774,-57.87500,
115.974,-58.12500,
116.175,-58.25000,
116.376,-58.37500,
116.576,-58.25000,
116.777,-58.62500,
116.978,-58.37500,
117.178,-58.62500,
117.379,-58.87500,
117.580,-59.00000,
117.780,-59.12500,
117.981,-59.12500,
118.182,-59.25000,
118.382,-59.50000,
118.583,-59.75000,
118.783,-59.75000,
118.984,-59.62500,
119.185,-59.87500,
119.385,-60.00000,
119.586,-60.00000,
119.787,-60.25000,
119.987,-60.25000,
120.188,-60.37500,
120.389,-60.62500,
120.589,-60.75000,
120.790,-60.75000,
120.991,-61.00000,
121.191,-61.12500,
121.392,-61.12500,
121.593,-61.12500,
121.793,-61.25000,
121.994,-61.25000,
122.194,-61.50000,
122.395,-61.87500,
122.596,-61.75000,
122.796,-61.87500,
122.997,-61.87500,
123.198,-62.00000,
123.398,-62.25000,
123.599,-62.37500,
123.800,-62.25000,
124.000,-62.50000,
124.201,-62.62500,
124.402,-62.50000,
124.602,-62.62500,
124.803,-62.87500,
125.003,-62.87500,
125.204,-62.87500,
125.405,-63.25000,
125.605,-63.12500,
125.806,-63.37500,
126.007,-63.37500,
126.207,-63.50000,
126.408,-63.75000,
126.609,-63.50000,
126.809,-63.75000,
127.010,-63.62500,
127.211,-63.62500,
127.411,-63.87500,
127.612,-64.12500,
127.812,-64.12500,
128.013,-64.25000,
128.214,-64.37500,
128.414,-64.25000,
128.615,-64.62500,
128.816,-64.37500,
129.016,-64.62500,
129.217,-64.75000,
129.418,-64.87500,
129.618,-64.87500,
129.819,-65.12500,
130.020,-65.00000,
130.220,-65.25000,
130.421,-65.12500,
130.621,-65.50000,
130.822,-65.50000,
131.023,-65.50000,
131.223,-65.50000,
131.424,-65.62500,
131.625,-65.62500,
131.825,-65.87500,
132.026,-65.87500,
132.227,-66.00000,
132.427,-65.87500,
132.628,-66.12500,
132.829,-66.37500,
133.029,-66.37500,
133.230,-66.12500,
133.430,-66.37500,
133.631,-66.37500,
133.832,-66.37500,
134.032,-66.50000,
134.233,-66.62500,
134.434,-66.75000,
134.634,-67.00000,
134.835,-66.87500,
135.036,-66.87500,
135.236,-67.00000,
135.437,-67.00000,
135.638,-67.12500,
135.838,-67.25000,
136.039,-67.37500,
136.240,-67.37500,
136.440,-67.37500,
136.641,-67.37500,
136.842,-67.62500,
137.042,-67.62500,
137.243,-67.50000,
137.444,-67.62500,
137.644,-67.75000,
137.845,-67.75000,
138.045,-67.87500,
138.246,-68.00000,
138.447,-67.87500,
138.647,-68.00000,
138.848,-68.12500,
139.049,-68.12500,
139.249,-68.25000,
139.450,-68.37500,
139.651,-68.25000,
139.851,-68.62500,
140.052,-68.50000,
140.253,-68.75000,
140.453,-68.75000,
140.654,-68.75000,
140.855,-68.75000,
141.055,-69.00000,
141.256,-68.87500,
141.457,-69.00000,
141.657,-69.00000,
141.858,-69.12500,
142.059,-69.00000,
142.259,-69.25000,
142.460,-69.25000,
142.660,-69.50000,
142.861,-69.62500,
143.062,-69.37500,
143.262,-69.50000,
143.463,-69.50000,
143.664,-69.50000,
143.864,-69.62500,
144.065,-69.75000,
144.266,-69.75000,
144.466,-69.87500,
144.667,-69.87500,
144.868,-69.87500,
145.068,-69.87500,
145.269,-70.00000,
145.470,-70.12500,
145.670,-70.12500,
145.871,-70.12500,
146.072,-70.25000,
146.272,-70.12500,
146.473,-70.37500,
146.674,-70.50000,
146.874,-70.62500,
147.075,-70.25000,
147.276,-70.75000,
147.476,-70.62500,
147.677,-70.62500,
147.878,-70.75000,
148.078,-70.75000,
148.279,-70.75000,
148.479,-71.00000,
148.680,-70.87500,
148.881,-71.00000,
149.081,-71.00000,
149.282,-70.87500,
149.483,-71.00000,
149.683,-71.00000,
149.884,-71.12500,
150.085,-71.12500,
150.285,-71.12500,
150.486,-71.37500,
150.687,-71.50000,
150.887,-71.50000,
151.088,-71.37500,
151.289,-71.50000,
151.489,-71.25000,
151.690,-71.62500,
151.891,-71.62500,
152.091,-71.75000,
152.292,-71.87500,
152.493,-71.87500,
152.693,-71.75000,
152.894,-72.00000,
153.094,-72.00000,
153.295,-72.00000,
153.496,-72.00000,
153.696,-72.00000,
153.897,-72.25000,
154.098,-72.12500,
154.298,-72.00000,
154.499,-72.25000,
154.700,-72.37500,
154.900,-72.37500,
155.101,-72.37500,
155.302,-72.50000,
155.502,-72.50000,
155.703,-72.62500,
155.904,-72.62500,
156.104,-72.62500,
156.305,-72.62500,
156.506,-72.87500,
156.706,-72.87500,
156.907,-72.75000,
157.108,-73.00000,
157.308,-72.87500,
157.509,-73.12500,
157.709,-73.12500,
157.910,-72.87500,
158.111,-73.00000,
158.311,-73.12500,
158.512,-72.87500,
158.713,-73.00000,
158.913,-73.37500,
159.114,-73.12500,
159.315,-73.25000,
159.515,-73.25000,
159.716,-73.37500,
159.917,-73.37500,
160.117,-73.25000,
160.318,-73.50000,
160.519,-73.50000,
160.719,-73.50000,
160.920,-73.75000,
161.121,-73.50000,
161.321,-73.75000,
161.522,-74.00000,
161.723,-73.87500,
161.923,-73.87500,
162.124,-73.75000,
162.324,-74.00000,
162.525,-73.75000,
162.726,-73.87500,
162.926,-73.87500,
163.127,-74.25000,
163.328,-73.87500,
163.528,-74.12500,
163.729,-74.25000,
163.930,-74.12500,
164.130,-74.25000,
164.331,-74.25000,
164.532,-74.25000,
164.732,-74.37500,
164.933,-74.50000,
165.134,-74.37500,
165.334,-74.25000,
165.535,-74.25000,
165.736,-74.50000,
165.936,-74.37500,
166.137,-74.75000,
166.338,-74.50000,
166.538,-74.50000,
166.739,-74.87500,
166.940,-74.87500,
167.140,-74.75000,
167.341,-74.75000,
167.541,-74.75000,
167.742,-74.87500,
167.943,-74.75000,
168.143,-74.62500,
168.344,-74.75000,
168.545,-75.00000,
168.745,-75.00000,
168.946,-75.25000,
169.147,-75.37500,
169.347,-75.12500,
169.548,-75.12500,
169.749,-75.37500,
169.949,-75.37500,
170.150,-75.25000,
170.351,-75.25000,
170.551,-75.37500,
170.752,-75.25000,
170.952,-75.25000,
171.153,-75.37500,
171.354,-75.50000,
171.554,-75.75000,
171.755,-75.62500,
171.956,-75.50000,
172.156,-75.50000,
172.357,-75.62500,
172.558,-75.25000,
172.758,-75.62500,
172.959,-75.50000,
173.160,-75.50000,
173.360,-75.62500,
173.561,-75.75000,
173.762,-75.75000,
173.962,-75.75000,
174.163,-75.75000,
174.363,-75.87500,
174.564,-75.87500,
174.765,-76.00000,
174.965,-76.12500,
175.166,-76.12500,
175.367,-76.00000,
175.567,-76.12500,
175.768,-76.12500,
175.969,-76.12500,
176.169,-76.25000,
176.370,-76.25000,
176.571,-76.25000,
176.771,-76.37500,
176.972,-76.37500,
177.172,-76.25000,
177.373,-76.25000,
177.574,-76.50000,
177.774,-76.37500,
177.975,-76.37500,
178.176,-76.50000,
178.376,-76.50000,
178.577,-76.50000,
178.778,-76.62500,
178.978,-76.62500,
179.179,-76.87500,
179.380,-76.75000,
179.580,-76.62500,
179.781,-76.75000,
179.981,-76.87500,
