m_amps,volts
0.0244140625,8.09
0.0244140625,8.09125
0.0244140625,8.09
91.8212890625,7.06625
0.048828125,8.06125
0.0244140625,8.07375
0.0244140625,8.0775
0.0244140625,8.08
0.048828125,8.0825
0.08544921875000001,8.0825
0.0244140625,8.08375
0.048828125,8.085
0.048828125,8.085
0.0244140625,8.08625
0.0244140625,8.085
0.0244140625,8.0875
0.048828125,8.0875
0.0244140625,8.08625
0.048828125,8.0875
0.048828125,8.0875
0.048828125,8.0875
0.048828125,8.0875
0.048828125,8.09
0.048828125,8.08875
0.08544921875000001,8.08875
0.048828125,8.09
0.0244140625,8.09
0.048828125,8.09
0.048828125,8.09
0.0244140625,8.09
0.0,8.09
0.048828125,8.09
0.048828125,8.09
0.048828125,8.09
0.048828125,8.09125
0.0244140625,8.09125
0.048828125,8.09125
0.048828125,8.09125
0.048828125,8.09125
0.048828125,8.09125
0.0244140625,8.0925
0.0244140625,8.0925
0.048828125,8.09125
0.0244140625,8.0925
0.048828125,8.0925
0.0244140625,8.0925
0.0244140625,8.09375
0.048828125,8.0925
0.048828125,8.0925
0.048828125,8.0925
0.048828125,8.09375
0.0244140625,8.0925
0.0244140625,8.09125
0.0,8.0925
0.048828125,8.09375
0.0244140625,8.09375
0.0244140625,8.09375
0.0244140625,8.09375
0.0244140625,8.09375
0.0,8.095
0.0244140625,8.09375
