m_amps,volts
0.048828125,7.92125
0.0244140625,7.92125
0.08544921875000001,7.92125
0.0244140625,7.92125
0.0244140625,7.92125
0.048828125,7.9225
0.0244140625,7.92125
0.0244140625,7.92125
0.0244140625,7.9225
0.0,7.9225
0.0,7.92375
0.0244140625,7.9225
0.048828125,7.72875
0.0244140625,7.885
0.0244140625,7.89875
0.0244140625,7.90375
0.048828125,7.9075
0.048828125,7.91
0.048828125,7.91125
0.0244140625,7.91
0.0244140625,7.91375
0.0244140625,7.9125
0.048828125,7.91375
0.048828125,7.915
0.0244140625,7.91625
0.0244140625,7.91625
0.0244140625,7.915
0.0244140625,7.91625
0.048828125,7.9175
0.0244140625,7.9175
0.048828125,7.9175
0.048828125,7.9175
0.048828125,7.9175
0.0,7.92
0.048828125,7.91875
0.0244140625,7.92
0.0244140625,7.92
0.048828125,7.91875
0.0244140625,7.92125
0.0244140625,7.92125
0.0244140625,7.92125
0.048828125,7.92125
0.0244140625,7.92125
0.0244140625,7.92125
0.048828125,7.9225
0.0244140625,7.92125
0.0244140625,7.92125
0.0244140625,7.92125
0.0244140625,7.9225
0.0244140625,7.9225
0.048828125,7.9225
0.08544921875000001,7.9225
0.0244140625,7.9225
0.0244140625,7.9225
0.0244140625,7.92375
0.048828125,7.9225
0.048828125,7.9225
0.048828125,7.92375
0.0244140625,7.92375
0.0244140625,7.925
0.048828125,7.92375
0.048828125,7.925
0.0244140625,7.925
0.0244140625,7.925
0.0244140625,7.925
0.048828125,7.92625
0.048828125,7.92625
0.048828125,7.925
0.0244140625,7.925
0.048828125,7.925
