m_amps,volts
0.0244140625,8.095
0.0244140625,8.09625
0.048828125,8.095
0.048828125,8.09375
0.0244140625,8.09625
0.048828125,8.09625
0.048828125,8.095
0.048828125,8.095
0.048828125,8.095
0.048828125,8.09625
0.048828125,8.09625
0.0244140625,8.0975
0.048828125,8.0975
0.0244140625,8.0975
0.08544921875000001,8.0975
0.0244140625,8.09625
0.048828125,8.0975
0.0244140625,8.09625
0.08544921875000001,8.09875
0.048828125,8.09625
0.048828125,8.09875
0.048828125,8.0975
0.0244140625,8.0975
0.048828125,8.0975
0.0244140625,8.09875
0.0244140625,8.09875
0.0244140625,8.09875
0.048828125,8.09875
0.0244140625,8.0975
0.0244140625,8.09875
0.048828125,8.0975
0.0244140625,8.09875
0.0244140625,8.1
0.0244140625,8.09875
0.0244140625,8.09875
0.048828125,8.09875
0.048828125,8.09875
0.0244140625,8.09875
0.0244140625,8.1
0.048828125,8.09875
0.0244140625,8.09875
0.0,8.10125
0.0244140625,8.10125
0.0244140625,8.1
0.048828125,8.09875
0.0244140625,8.1
0.048828125,8.1
0.0244140625,8.1025
0.0244140625,8.1
0.0244140625,8.10125
0.0244140625,8.1
0.0,8.1
0.0244140625,8.1
0.0244140625,8.1
0.048828125,8.10125
0.048828125,8.10125
0.048828125,8.10125
0.0244140625,8.10125
0.0244140625,8.10125
0.048828125,8.10125
0.0244140625,8.10125
0.048828125,8.1025
0.0244140625,8.1025
0.048828125,8.10125
0.048828125,8.1025
0.0244140625,8.10125
0.048828125,8.1025
0.0244140625,8.1025
0.048828125,8.1025
0.0244140625,8.10125
0.0244140625,8.10375
0.048828125,8.1025
0.048828125,8.10125
0.0244140625,8.10125
0.0244140625,8.1025
0.0244140625,8.10375
0.0244140625,8.10125
0.0,8.1025
0.048828125,8.10375
0.0244140625,8.1025
0.0244140625,8.1025
0.0244140625,8.1025
0.048828125,8.1025
0.0244140625,8.10125
0.048828125,8.1025
0.048828125,8.10375
0.048828125,8.1025
0.048828125,8.1025
0.048828125,8.10375
0.0244140625,8.10125
0.048828125,8.1025
0.0244140625,8.1025
0.048828125,8.10375
0.0244140625,8.1025
0.048828125,8.1025
0.048828125,8.1025
0.0244140625,8.1025
0.0244140625,8.10375
0.048828125,8.025
0.0244140625,8.08
0.048828125,8.0875
0.0244140625,8.09
0.0244140625,8.09125
0.0244140625,8.09375
0.048828125,8.09375
0.048828125,8.095
0.0244140625,8.09625
0.048828125,8.09625
0.0244140625,8.09625
0.048828125,8.0975
0.048828125,8.0975
0.048828125,8.09625
0.048828125,8.0975
0.0244140625,8.0975
0.048828125,8.09875
0.048828125,8.0975
0.048828125,8.09875
0.0244140625,8.0975
0.0244140625,8.0975
0.0244140625,8.09875
0.08544921875000001,8.0975
0.048828125,8.1
0.0244140625,8.1
0.048828125,8.09875
0.0244140625,8.0975
0.048828125,8.10125
0.048828125,8.1
0.0244140625,8.10125
0.048828125,8.1
0.0244140625,8.10125
0.0244140625,8.10125
0.048828125,8.1
0.0244140625,8.10125
0.048828125,8.09875
0.0244140625,8.10125
0.0244140625,8.1
0.048828125,8.10125
0.048828125,8.10125
0.048828125,8.10125
0.048828125,8.10125
0.0244140625,8.1
0.048828125,8.10125
0.0244140625,8.1025
0.0244140625,8.1025
0.0244140625,8.1025
0.0244140625,8.1025
0.048828125,8.1025
0.048828125,8.10125
0.048828125,8.1025
0.048828125,8.10125
0.048828125,8.1025
0.0244140625,8.1025
0.0244140625,8.1025
0.0244140625,8.1025
0.048828125,8.1025
0.0244140625,8.1025
