m_amps,volts
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0,0.0025
0.0,0.00125
0.0244140625,0.0
0.048828125,0.0
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.00125
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.0025
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.0,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0,0.00125
0.048828125,0.0
0.048828125,0.0
0.0244140625,0.0025
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.00125
0.0,0.0025
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.0,0.00125
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.048828125,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.0,0.0
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.00125
0.0,0.0
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.048828125,0.00125
0.048828125,0.00125
0.0,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.048828125,0.00125
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0,0.0025
0.0244140625,0.00125
0.0244140625,0.00125
0.0,0.0
0.048828125,0.00125
0.0244140625,0.0
0.0,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.048828125,0.0
0.048828125,0.00125
0.048828125,0.0
0.0244140625,0.0
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.0,0.00125
0.0244140625,0.0
0.0,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.0
0.0,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.0025
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.0,0.0
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.0025
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.0
0.048828125,0.0
0.048828125,0.0025
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.0
0.048828125,0.0
0.0244140625,0.00125
0.048828125,0.0
0.048828125,0.0
0.0,0.0
0.0244140625,0.00125
0.0,0.0
0.0,0.0
0.08544921875000001,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.0,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.00125
0.048828125,0.0
0.08544921875000001,0.0
0.048828125,0.00125
0.0244140625,0.00125
0.048828125,0.00125
0.0244140625,0.00125
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.048828125,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.0025
0.0244140625,0.0
0.048828125,0.0025
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.0
0.048828125,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0,0.0
0.048828125,0.0
0.048828125,0.00125
-14.46533203125,0.0
-14.73388671875,0.0
-14.2822265625,0.0
-13.708496093750002,0.0
-13.256835937500002,0.0
-12.9638671875,0.0
-12.6953125,0.0
-12.463378906250002,0.0
-12.3779296875,0.0
-12.14599609375,0.0
-12.109375,0.0
-11.95068359375,0.0
-11.82861328125,0.0
-11.7431640625,0.0
-11.694335937500002,0.0
-11.633300781250002,0.0
-11.53564453125,0.0
-11.474609375,0.0
-11.376953125,0.0
-11.29150390625,0.0
-11.242675781250002,0.0
-11.19384765625,0.0
-11.21826171875,0.0
-29.492187500000004,0.0
-29.077148437500004,0.0
-28.7841796875,0.0
-28.515625000000004,0.0
-28.332519531250004,0.0
-28.125,0.0
