m_amps,volts
0.048828125,0.0025
0.0244140625,0.00125
0.0,0.00125
0.048828125,0.0025
0.0244140625,0.0
0.048828125,0.0025
0.0244140625,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.048828125,0.0025
0.0244140625,0.0
0.048828125,0.00125
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
-12.854003906250002,0.0
-13.195800781250002,0.0
-13.0615234375,0.0
-13.012695312500002,0.0
-12.98828125,0.0
-12.829589843750002,0.0
-12.90283203125,0.0
-12.80517578125,0.0
-28.30810546875,0.0
-28.1982421875,0.0
-28.1982421875,0.0
-28.039550781250004,0.0
-28.01513671875,0.0
-28.125,0.0
-27.966308593750004,0.0
-28.01513671875,0.0
-27.856445312500004,0.0
-27.905273437500004,0.0
-27.856445312500004,0.0
-27.8076171875,0.0
-27.8076171875,0.0
-27.83203125,0.0
-27.74658203125,0.0
