m_amps,volts
-10.656738281250002,0.0
-10.632324218750002,0.0
-10.60791015625,0.0
-10.58349609375,0.0
-10.498046875,0.0
-27.722167968750004,0.0
-27.246093750000004,0.0
-26.953125,0.0
-26.684570312500004,0.0
-26.47705078125,0.0
-26.269531250000004,0.0
-26.135253906250004,0.0
-26.0009765625,0.0
-25.86669921875,0.0
-25.708007812500004,0.0
-25.634765625,0.0
-25.524902343750004,0.0
-25.390625,0.0
-25.292968750000004,0.0
-25.20751953125,0.0
-25.097656250000004,0.0
-24.975585937500004,0.0
-24.865722656250004,0.0
-24.84130859375,0.0
-24.731445312500004,0.0
-24.621582031250004,0.0
-24.548339843750004,0.0
-24.462890625,0.0
-24.4140625,0.0
-24.304199218750004,0.0
-24.255371093750004,0.0
-24.1455078125,0.0
-24.072265625000004,0.0
-23.98681640625,0.0
-23.937988281250004,0.0
-23.86474609375,0.0
-23.706054687500004,0.0
0.0244140625,0.0
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.00125
0.0244140625,0.0025
23.54736328125,0.3525
25.842285156250004,0.385
26.18408203125,0.3925
25.86669921875,0.3875
25.3173828125,0.37875
24.7802734375,0.37
24.27978515625,0.36375
23.86474609375,0.3575
23.571777343750004,0.3525
23.327636718750004,0.35
23.095703125000004,0.345
22.912597656250004,0.3425
22.778320312500004,0.34125
22.64404296875,0.3375
22.509765625,0.3375
22.39990234375,0.335
22.37548828125,0.33375
22.302246093750004,0.33375
