time(s),mvs,
28.500,115.37500,
28.700,114.87500,
28.901,114.37500,
29.102,113.75000,
29.303,113.25000,
29.503,112.62500,
29.704,112.12500,
29.905,111.37500,
30.106,111.00000,
30.306,110.25000,
30.507,109.75000,
30.708,109.25000,
30.909,108.62500,
31.109,107.87500,
31.310,107.62500,
31.511,106.87500,
31.711,106.37500,
31.912,105.75000,
32.113,105.12500,
32.313,104.75000,
32.514,104.00000,
32.715,103.37500,
32.915,102.87500,
33.116,102.25000,
33.317,101.62500,
33.517,101.25000,
33.718,100.62500,
33.918,100.12500,
34.119,99.37500,
34.320,98.75000,
34.520,98.12500,
34.721,97.50000,
34.922,97.00000,
35.122,96.50000,
35.323,95.75000,
35.524,95.25000,
35.724,94.62500,
35.925,93.87500,
36.126,93.62500,
36.326,92.87500,
36.527,92.00000,
36.728,91.62500,
36.928,91.00000,
37.129,90.50000,
37.330,89.87500,
37.530,89.25000,
37.731,88.62500,
37.932,88.00000,
38.132,87.50000,
38.333,86.75000,
38.534,86.00000,
38.734,85.37500,
38.935,84.75000,
39.136,84.25000,
39.336,83.62500,
39.537,82.87500,
39.737,82.50000,
39.938,81.75000,
40.139,81.12500,
40.339,80.50000,
40.540,79.87500,
40.741,79.25000,
40.941,78.62500,
41.142,78.00000,
41.343,77.62500,
41.543,76.62500,
41.744,76.25000,
41.945,75.50000,
42.145,74.87500,
42.346,74.25000,
42.547,73.75000,
42.747,73.00000,
42.948,72.25000,
43.149,71.75000,
43.349,71.00000,
43.550,70.25000,
43.751,69.75000,
43.951,68.87500,
44.152,68.25000,
44.353,67.75000,
44.553,67.12500,
44.754,66.37500,
44.954,65.87500,
45.155,65.25000,
45.356,64.50000,
45.556,63.87500,
45.757,63.25000,
45.958,62.62500,
46.158,61.87500,
46.359,61.25000,
46.560,60.62500,
46.760,60.00000,
46.961,59.62500,
47.162,58.75000,
47.362,57.87500,
47.563,57.37500,
47.764,56.62500,
47.964,56.12500,
48.165,55.25000,
48.366,54.75000,
48.566,54.00000,
48.767,53.50000,
48.968,52.87500,
49.168,52.12500,
49.369,51.50000,
49.570,50.75000,
49.770,50.12500,
49.971,49.50000,
50.172,48.87500,
50.372,48.25000,
50.573,47.37500,
50.773,47.00000,
50.974,46.37500,
51.175,45.62500,
51.375,44.87500,
51.576,44.62500,
51.777,43.62500,
51.977,43.12500,
52.178,42.50000,
52.379,42.00000,
52.579,41.25000,
52.780,40.62500,
52.981,39.87500,
53.181,39.37500,
53.382,38.87500,
53.583,38.12500,
53.783,37.62500,
53.984,37.12500,
54.185,36.50000,
54.385,35.50000,
54.586,35.25000,
54.787,34.50000,
54.987,34.00000,
55.188,33.25000,
55.388,32.62500,
55.589,32.00000,
55.790,31.37500,
55.990,30.87500,
56.191,30.37500,
56.392,29.62500,
56.592,29.25000,
56.793,28.62500,
56.994,28.12500,
57.194,27.50000,
57.395,26.87500,
57.596,26.37500,
57.796,25.75000,
57.997,25.12500,
58.198,24.87500,
58.398,24.00000,
58.599,23.62500,
58.800,23.12500,
59.000,22.37500,
59.201,21.87500,
59.402,21.25000,
59.602,20.87500,
59.803,20.37500,
60.004,19.75000,
60.204,19.12500,
60.405,18.62500,
60.605,18.37500,
60.806,17.37500,
61.007,17.00000,
61.207,16.50000,
61.408,16.00000,
61.609,15.37500,
61.809,15.25000,
62.010,14.62500,
62.211,14.00000,
62.411,13.62500,
62.612,13.00000,
62.813,12.50000,
63.013,11.75000,
63.214,11.50000,
63.415,11.00000,
63.615,10.37500,
63.816,9.87500,
64.017,9.50000,
64.217,9.00000,
64.418,8.50000,
64.619,7.87500,
64.819,7.37500,
65.020,6.87500,
65.221,6.50000,
65.421,5.87500,
65.622,5.50000,
65.822,5.12500,
66.023,4.37500,
66.224,3.87500,
66.424,3.62500,
66.625,3.00000,
66.826,2.62500,
67.026,2.50000,
67.227,1.87500,
67.428,1.50000,
67.628,0.87500,
67.829,0.37500,
68.030,0.00000,
68.230,-0.50000,
68.431,-0.75000,
68.631,-1.37500,
68.832,-1.62500,
69.033,-2.37500,
69.233,-2.75000,
69.434,-3.12500,
69.635,-3.50000,
69.835,-4.12500,
70.036,-4.37500,
70.237,-4.87500,
70.437,-5.25000,
70.638,-5.62500,
70.839,-6.12500,
71.039,-6.50000,
71.240,-7.00000,
71.441,-7.37500,
71.641,-7.62500,
71.842,-8.37500,
72.043,-8.75000,
72.243,-9.12500,
72.444,-9.37500,
72.644,-9.87500,
72.845,-10.25000,
73.046,-10.75000,
73.246,-10.87500,
73.447,-11.37500,
73.648,-11.87500,
73.848,-12.37500,
74.049,-12.50000,
74.250,-13.00000,
74.450,-13.25000,
74.651,-13.87500,
74.852,-14.00000,
75.052,-14.62500,
75.253,-15.00000,
75.454,-15.50000,
75.654,-15.62500,
75.855,-16.12500,
76.055,-16.50000,
76.256,-16.87500,
76.457,-17.12500,
76.657,-17.62500,
76.858,-18.12500,
77.059,-18.25000,
77.259,-18.87500,
77.460,-19.00000,
77.661,-19.25000,
77.861,-19.50000,
78.062,-20.12500,
78.263,-20.37500,
78.463,-20.62500,
78.664,-21.00000,
78.865,-21.62500,
79.065,-21.75000,
79.266,-22.00000,
79.467,-22.50000,
79.668,-22.87500,
79.868,-23.12500,
80.069,-23.50000,
80.270,-23.75000,
80.471,-24.00000,
80.671,-24.62500,
80.872,-24.75000,
81.073,-25.12500,
81.274,-25.37500,
81.474,-26.00000,
81.675,-26.00000,
81.876,-26.37500,
82.076,-26.75000,
82.277,-27.12500,
82.478,-27.37500,
82.678,-27.62500,
82.879,-28.00000,
83.079,-28.25000,
83.280,-28.62500,
83.481,-29.00000,
83.681,-29.37500,
83.882,-29.62500,
84.083,-30.00000,
84.283,-30.37500,
84.484,-30.50000,
84.685,-30.62500,
84.886,-30.75000,
85.086,-31.37500,
85.287,-31.50000,
85.488,-32.00000,
85.689,-32.37500,
85.889,-32.50000,
86.090,-32.75000,
86.291,-32.87500,
86.492,-33.12500,
86.692,-33.75000,
86.893,-33.87500,
87.094,-34.12500,
87.295,-34.50000,
87.495,-34.87500,
87.696,-35.12500,
87.897,-35.12500,
88.098,-35.87500,
88.298,-36.00000,
88.499,-36.12500,
88.700,-36.50000,
88.900,-36.62500,
89.101,-36.87500,
89.302,-37.25000,
89.503,-37.25000,
89.703,-37.62500,
89.904,-38.00000,
90.105,-38.12500,
90.306,-38.12500,
90.506,-38.62500,
90.707,-38.87500,
90.908,-39.25000,
91.109,-39.37500,
91.309,-39.50000,
91.510,-39.87500,
91.711,-40.25000,
91.912,-40.37500,
92.112,-40.75000,
92.313,-41.12500,
92.514,-41.12500,
92.715,-41.37500,
92.915,-41.62500,
93.116,-41.87500,
93.317,-42.12500,
93.518,-42.12500,
93.718,-42.62500,
93.919,-42.75000,
94.120,-43.00000,
94.321,-43.12500,
94.521,-43.62500,
94.722,-43.75000,
94.923,-43.87500,
95.124,-44.25000,
95.324,-44.37500,
95.525,-44.62500,
95.726,-44.87500,
95.927,-44.87500,
96.127,-44.87500,
96.328,-45.37500,
96.529,-45.75000,
96.730,-45.62500,
96.930,-46.00000,
97.131,-46.25000,
97.332,-46.50000,
97.533,-46.75000,
97.733,-47.00000,
97.934,-47.12500,
98.135,-47.25000,
98.336,-47.37500,
98.536,-47.75000,
98.737,-47.87500,
98.938,-48.25000,
99.139,-48.12500,
99.339,-48.37500,
99.540,-48.75000,
99.741,-48.87500,
99.941,-49.25000,
100.142,-49.37500,
100.343,-49.62500,
100.544,-49.50000,
100.744,-49.75000,
100.945,-50.00000,
101.146,-50.12500,
101.347,-50.37500,
101.547,-50.75000,
101.748,-50.75000,
101.949,-51.12500,
102.150,-51.00000,
102.350,-51.50000,
102.551,-51.25000,
102.752,-51.75000,
102.953,-51.87500,
103.153,-51.87500,
103.354,-52.12500,
103.555,-52.25000,
103.755,-52.37500,
103.956,-52.87500,
104.157,-53.00000,
104.358,-53.12500,
104.558,-53.25000,
104.759,-53.25000,
104.960,-53.50000,
105.161,-54.00000,
105.361,-53.75000,
105.562,-54.12500,
105.763,-54.12500,
105.963,-54.25000,
106.164,-54.37500,
106.365,-54.75000,
106.566,-54.75000,
106.766,-54.87500,
106.967,-55.12500,
107.168,-55.50000,
107.369,-55.25000,
107.569,-55.50000,
107.770,-55.62500,
107.971,-55.75000,
108.171,-56.00000,
108.372,-56.12500,
108.573,-56.37500,
108.774,-56.37500,
108.974,-56.37500,
109.175,-56.75000,
109.376,-56.75000,
109.577,-57.00000,
109.777,-57.12500,
109.978,-57.37500,
110.179,-57.62500,
110.379,-57.75000,
110.580,-57.87500,
110.781,-57.87500,
110.982,-58.25000,
111.182,-58.12500,
111.383,-58.37500,
111.584,-58.25000,
111.785,-58.50000,
111.985,-58.75000,
112.186,-58.87500,
112.387,-58.87500,
112.587,-59.00000,
112.788,-59.37500,
112.989,-59.62500,
113.190,-59.50000,
113.390,-59.62500,
113.591,-59.62500,
113.792,-59.87500,
113.992,-59.87500,
114.193,-60.00000,
114.394,-60.50000,
114.595,-60.25000,
114.795,-60.50000,
114.996,-60.62500,
115.197,-60.62500,
115.398,-60.75000,
115.598,-61.00000,
115.799,-61.00000,
116.000,-61.12500,
116.200,-61.12500,
116.401,-61.37500,
116.602,-61.50000,
116.803,-61.75000,
117.003,-61.75000,
117.204,-62.00000,
117.405,-62.00000,
117.605,-62.25000,
117.806,-62.12500,
118.007,-62.37500,
118.208,-62.37500,
118.408,-62.62500,
118.609,-62.37500,
118.810,-62.62500,
119.011,-62.62500,
119.211,-63.00000,
119.412,-63.00000,
119.613,-63.25000,
119.813,-63.12500,
120.014,-63.37500,
120.215,-63.37500,
120.416,-63.62500,
120.616,-63.37500,
120.817,-63.62500,
121.018,-63.62500,
121.218,-63.87500,
121.419,-63.87500,
121.620,-64.12500,
121.821,-64.12500,
122.021,-64.25000,
122.222,-64.37500,
122.423,-64.25000,
122.624,-64.50000,
122.824,-64.75000,
123.025,-64.87500,
123.226,-64.87500,
123.426,-65.25000,
123.627,-65.00000,
123.828,-65.12500,
124.029,-65.12500,
124.229,-65.37500,
124.430,-65.37500,
124.631,-65.25000,
124.832,-65.50000,
125.032,-65.62500,
125.233,-65.50000,
125.434,-65.75000,
125.634,-65.87500,
125.835,-65.87500,
126.036,-66.12500,
126.237,-66.25000,
126.437,-66.37500,
126.638,-66.37500,
126.839,-66.25000,
127.039,-66.50000,
127.240,-66.37500,
127.441,-66.62500,
127.642,-66.87500,
127.842,-66.87500,
128.043,-66.87500,
128.244,-67.00000,
128.444,-67.12500,
128.645,-67.00000,
128.846,-67.25000,
129.047,-67.25000,
129.247,-67.25000,
129.448,-67.50000,
129.649,-67.50000,
129.850,-67.62500,
130.050,-67.62500,
130.251,-67.75000,
130.452,-67.87500,
130.652,-68.00000,
130.853,-67.87500,
131.054,-68.12500,
131.255,-68.12500,
131.455,-68.25000,
131.656,-68.37500,
131.857,-68.37500,
132.058,-68.37500,
132.258,-68.62500,
132.459,-68.50000,
132.660,-68.75000,
132.860,-68.75000,
133.061,-69.00000,
133.262,-68.87500,
133.463,-69.00000,
133.663,-69.12500,
133.864,-69.12500,
134.065,-69.12500,
134.266,-69.50000,
134.466,-69.37500,
134.667,-69.37500,
134.868,-69.62500,
135.068,-69.50000,
135.269,-69.62500,
135.470,-69.75000,
135.671,-69.75000,
135.871,-69.62500,
136.072,-69.75000,
136.273,-69.87500,
136.474,-70.00000,
136.674,-70.12500,
136.875,-70.12500,
137.076,-70.00000,
137.276,-70.25000,
137.477,-70.25000,
137.678,-70.62500,
137.879,-70.37500,
138.079,-70.50000,
138.280,-70.75000,
138.481,-70.62500,
138.682,-70.75000,
138.882,-70.62500,
139.083,-70.75000,
139.284,-70.75000,
139.485,-70.62500,
139.685,-71.00000,
139.886,-71.00000,
140.087,-70.75000,
140.287,-71.00000,
140.488,-71.00000,
140.689,-71.12500,
140.890,-71.12500,
141.090,-71.12500,
141.291,-71.25000,
141.492,-71.62500,
141.693,-71.37500,
141.893,-71.50000,
142.094,-71.50000,
142.295,-71.50000,
142.496,-71.62500,
142.696,-71.37500,
142.897,-71.50000,
143.098,-71.75000,
143.299,-71.87500,
143.499,-72.12500,
143.700,-71.87500,
143.901,-72.00000,
144.102,-72.00000,
144.302,-72.00000,
144.503,-72.25000,
144.704,-72.12500,
144.905,-72.25000,
145.105,-72.37500,
145.306,-72.37500,
145.507,-72.37500,
145.708,-72.62500,
145.908,-72.75000,
146.109,-72.75000,
146.310,-72.75000,
146.511,-72.62500,
146.711,-72.87500,
146.912,-72.87500,
147.113,-72.75000,
147.314,-73.00000,
147.514,-73.00000,
147.715,-73.00000,
147.916,-73.00000,
148.117,-73.12500,
148.317,-73.25000,
148.518,-73.12500,
148.719,-72.87500,
148.920,-73.12500,
149.120,-73.50000,
149.321,-73.37500,
149.522,-73.37500,
149.723,-73.50000,
149.923,-73.37500,
150.124,-73.75000,
150.325,-73.50000,
150.526,-73.50000,
150.726,-73.62500,
150.927,-73.75000,
151.128,-73.75000,
151.329,-73.75000,
151.529,-73.87500,
151.730,-73.87500,
151.931,-73.75000,
152.131,-74.25000,
152.332,-74.00000,
152.533,-74.12500,
152.734,-74.12500,
152.934,-74.12500,
153.135,-74.25000,
153.336,-74.25000,
153.537,-74.25000,
153.737,-74.37500,
153.938,-74.37500,
154.139,-74.25000,
154.340,-74.37500,
154.540,-74.50000,
154.741,-74.75000,
154.942,-74.75000,
155.143,-74.50000,
155.343,-74.62500,
155.544,-74.62500,
155.745,-74.75000,
155.946,-74.75000,
156.146,-74.75000,
156.347,-75.00000,
156.548,-75.00000,
156.749,-74.87500,
156.949,-75.12500,
157.150,-75.00000,
157.351,-75.12500,
157.551,-75.12500,
157.752,-75.12500,
157.953,-75.37500,
158.154,-75.25000,
158.354,-75.25000,
158.555,-75.37500,
158.756,-75.37500,
158.957,-75.50000,
159.157,-75.62500,
159.358,-75.50000,
159.559,-75.37500,
159.760,-75.50000,
159.960,-75.75000,
160.161,-75.62500,
160.362,-75.75000,
160.563,-75.62500,
160.763,-75.75000,
160.964,-75.75000,
161.165,-75.87500,
161.366,-75.87500,
161.566,-75.87500,
161.767,-76.00000,
161.968,-75.87500,
162.168,-75.87500,
162.369,-75.75000,
162.570,-76.12500,
162.771,-75.87500,
162.971,-75.87500,
163.172,-76.00000,
163.373,-76.25000,
163.574,-76.25000,
163.774,-76.12500,
163.975,-76.50000,
164.176,-76.37500,
164.377,-76.25000,
164.577,-76.37500,
164.778,-76.50000,
164.979,-76.75000,
165.180,-76.50000,
165.380,-76.50000,
165.581,-76.50000,
165.782,-76.62500,
165.983,-76.50000,
166.183,-76.62500,
166.384,-76.75000,
166.585,-76.75000,
166.785,-76.62500,
166.986,-76.75000,
167.187,-76.87500,
167.388,-76.87500,
167.588,-76.87500,
167.789,-76.87500,
167.990,-77.00000,
168.191,-76.87500,
168.391,-76.87500,
168.592,-77.00000,
168.793,-77.00000,
168.994,-77.12500,
169.194,-77.12500,
169.395,-77.12500,
169.596,-77.37500,
169.796,-76.87500,
169.997,-77.50000,
170.198,-77.50000,
170.399,-77.37500,
170.599,-77.37500,
170.800,-77.37500,
171.001,-77.37500,
171.202,-77.50000,
171.402,-77.62500,
171.603,-77.37500,
171.804,-77.50000,
172.005,-77.62500,
172.205,-77.62500,
172.406,-77.75000,
172.607,-77.75000,
172.808,-77.75000,
173.008,-77.75000,
173.209,-77.75000,
173.410,-78.00000,
173.610,-78.00000,
173.811,-77.87500,
174.012,-78.00000,
174.212,-78.00000,
174.413,-77.87500,
174.614,-78.12500,
174.814,-78.00000,
175.015,-78.00000,
175.216,-78.00000,
175.416,-78.00000,
175.617,-78.25000,
175.818,-78.25000,
176.018,-78.12500,
176.219,-78.25000,
176.420,-78.25000,
176.620,-78.12500,
176.821,-78.50000,
177.022,-78.37500,
177.222,-78.25000,
177.423,-78.00000,
177.624,-78.50000,
177.824,-78.37500,
178.025,-78.37500,
178.226,-78.50000,
178.426,-78.37500,
178.627,-78.50000,
178.828,-78.62500,
179.028,-78.62500,
179.229,-78.25000,
179.430,-78.75000,
179.630,-78.62500,
179.831,-78.75000,
