time: 0.000, mvs: -125.12500
time: 0.201, mvs: -125.25000
time: 0.401, mvs: -125.25000
time: 0.602, mvs: -125.25000
time: 0.803, mvs: -125.37500
time: 1.004, mvs: -125.25000
time: 1.205, mvs: 17.25000
time: 1.405, mvs: 138.25000
time: 1.606, mvs: 193.62500
time: 1.807, mvs: 188.87500
time: 2.008, mvs: 170.37500
time: 2.208, mvs: 155.00000
time: 2.409, mvs: 143.87500
time: 2.610, mvs: 136.50000
time: 2.810, mvs: 191.25000
time: 3.011, mvs: 192.87500
time: 3.212, mvs: 175.50000
time: 3.413, mvs: 162.87500
time: 3.613, mvs: 152.62500
time: 3.814, mvs: 144.62500
time: 4.018, mvs: 137.37500
time: 4.219, mvs: 130.87500
time: 4.419, mvs: 125.50000
time: 4.620, mvs: 120.37500
time: 4.821, mvs: 116.12500
time: 5.022, mvs: 112.00000
time: 5.223, mvs: 108.12500
time: 5.424, mvs: 104.37500
time: 5.627, mvs: 100.75000
time: 5.828, mvs: 97.62500
time: 6.028, mvs: 94.25000
time: 6.229, mvs: 91.00000
time: 6.431, mvs: 88.25000
time: 6.632, mvs: 85.37500
time: 6.834, mvs: 82.62500
time: 7.035, mvs: 80.12500
time: 7.236, mvs: 77.50000
time: 7.436, mvs: 75.00000
time: 7.637, mvs: 72.37500
time: 7.838, mvs: 70.00000
time: 8.038, mvs: 67.62500
time: 8.239, mvs: 65.37500
time: 8.440, mvs: 62.87500
time: 8.640, mvs: 60.75000
time: 8.841, mvs: 58.50000
time: 9.042, mvs: 56.12500
time: 9.243, mvs: 54.00000
time: 9.444, mvs: 52.00000
time: 9.647, mvs: 50.00000
time: 9.851, mvs: 48.00000
time: 10.052, mvs: 46.00000
time: 10.255, mvs: 43.87500
time: 10.456, mvs: 41.75000
time: 10.657, mvs: 39.62500
time: 10.857, mvs: 37.37500
time: 11.058, mvs: 35.12500
time: 11.259, mvs: 33.00000
time: 11.460, mvs: 30.75000
time: 11.660, mvs: 28.37500
time: 11.861, mvs: 26.12500
time: 12.062, mvs: 23.62500
time: 12.263, mvs: 21.37500
time: 12.463, mvs: 19.00000
time: 12.664, mvs: 16.62500
time: 12.865, mvs: 14.12500
time: 13.065, mvs: 11.75000
time: 13.266, mvs: 9.37500
time: 13.467, mvs: 7.00000
time: 13.668, mvs: 4.62500
time: 13.868, mvs: 2.12500
time: 14.069, mvs: -0.25000
time: 14.270, mvs: -2.62500
time: 14.470, mvs: -5.00000
time: 14.671, mvs: -7.62500
time: 14.872, mvs: -10.00000
time: 15.073, mvs: -12.50000
time: 15.273, mvs: -14.87500
time: 15.474, mvs: -17.12500
time: 15.678, mvs: -19.37500
time: 15.879, mvs: -21.87500
time: 16.080, mvs: -24.12500
time: 16.281, mvs: -26.50000
time: 16.482, mvs: -28.75000
time: 16.683, mvs: -31.00000
time: 16.884, mvs: -33.12500
time: 17.085, mvs: -35.25000
time: 17.286, mvs: -37.50000
time: 17.487, mvs: -39.62500
time: 17.687, mvs: -41.50000
time: 17.888, mvs: -43.62500
time: 18.089, mvs: -45.75000
time: 18.289, mvs: -47.62500
time: 18.490, mvs: -49.50000
time: 18.691, mvs: -51.50000
time: 18.892, mvs: -53.37500
time: 19.092, mvs: -55.25000
time: 19.293, mvs: -56.87500
time: 19.494, mvs: -58.50000
time: 19.694, mvs: -60.25000
time: 19.895, mvs: -62.00000
time: 20.096, mvs: -63.75000
time: 20.297, mvs: -65.25000
time: 20.497, mvs: -66.75000
time: 20.698, mvs: -68.37500
time: 20.899, mvs: -69.62500
time: 21.099, mvs: -71.00000
time: 21.300, mvs: -72.50000
time: 21.501, mvs: -74.00000
time: 21.702, mvs: -75.25000
time: 21.902, mvs: -76.62500
time: 22.103, mvs: -77.87500
time: 22.304, mvs: -79.12500
time: 22.505, mvs: -80.37500
time: 22.706, mvs: -81.50000
time: 22.909, mvs: -82.62500
time: 23.110, mvs: -83.75000
time: 23.311, mvs: -84.75000
time: 23.511, mvs: -85.87500
time: 23.712, mvs: -87.00000
time: 23.913, mvs: -88.00000
time: 24.114, mvs: -88.87500
time: 24.319, mvs: -89.87500
time: 24.520, mvs: -90.75000
time: 24.723, mvs: -91.50000
time: 24.923, mvs: -92.50000
time: 25.124, mvs: -93.25000
time: 25.325, mvs: -94.00000
time: 25.526, mvs: -94.75000
time: 25.726, mvs: -95.50000
time: 25.927, mvs: -96.25000
time: 26.128, mvs: -96.87500
time: 26.328, mvs: -97.50000
time: 26.529, mvs: -98.25000
time: 26.730, mvs: -98.75000
time: 26.931, mvs: -99.37500
time: 27.131, mvs: -99.87500
time: 27.332, mvs: -100.37500
time: 27.533, mvs: -101.25000
time: 27.733, mvs: -101.75000
time: 27.934, mvs: -102.25000
time: 28.135, mvs: -102.75000
time: 28.337, mvs: -103.00000
time: 28.540, mvs: -103.50000
time: 28.741, mvs: -103.87500
time: 28.941, mvs: -104.25000
time: 29.142, mvs: -104.62500
time: 29.343, mvs: -105.12500
time: 29.547, mvs: -105.25000
time: 29.748, mvs: -105.75000
time: 29.948, mvs: -106.12500
time: 30.149, mvs: -106.37500
time: 30.350, mvs: -106.62500
time: 30.550, mvs: -106.87500
time: 30.751, mvs: -107.12500
time: 30.952, mvs: -107.50000
time: 31.153, mvs: -107.62500
time: 31.353, mvs: -107.87500
time: 31.554, mvs: -108.12500
time: 31.755, mvs: -108.25000
time: 31.955, mvs: -108.62500
time: 32.156, mvs: -108.75000
time: 32.357, mvs: -109.00000
time: 32.558, mvs: -109.25000
time: 32.758, mvs: -109.50000
time: 32.959, mvs: -109.50000
time: 33.160, mvs: -109.75000
time: 33.360, mvs: -109.87500
time: 33.561, mvs: -110.12500
time: 33.762, mvs: -110.12500
time: 33.962, mvs: -110.37500
time: 34.163, mvs: -110.50000
time: 34.364, mvs: -110.62500
time: 34.565, mvs: -110.87500
time: 34.765, mvs: -110.87500
time: 34.966, mvs: -111.00000
time: 35.167, mvs: -111.12500
time: 35.370, mvs: -111.25000
time: 35.571, mvs: -111.37500
time: 35.772, mvs: -111.50000
time: 35.973, mvs: -111.62500
time: 36.174, mvs: -111.62500
time: 36.375, mvs: -111.87500
time: 36.575, mvs: -111.87500
time: 36.776, mvs: -112.00000
time: 36.977, mvs: -112.12500
time: 37.178, mvs: -112.12500
time: 37.378, mvs: -112.37500
time: 37.579, mvs: -112.37500
time: 37.780, mvs: -112.50000
time: 37.981, mvs: -112.50000
time: 38.181, mvs: -112.62500
time: 38.382, mvs: -112.75000
time: 38.583, mvs: -112.75000
time: 38.784, mvs: -112.75000
time: 38.984, mvs: -113.00000
time: 39.185, mvs: -113.00000
time: 39.386, mvs: -113.25000
time: 39.587, mvs: -113.12500
time: 39.788, mvs: -113.25000
time: 39.988, mvs: -113.25000
time: 40.189, mvs: -113.25000
time: 40.390, mvs: -113.37500
time: 40.590, mvs: -113.50000
time: 40.791, mvs: -113.50000
time: 40.992, mvs: -113.62500
time: 41.192, mvs: -113.62500
time: 41.393, mvs: -113.50000
time: 41.594, mvs: -113.75000
time: 41.795, mvs: -113.75000
time: 41.996, mvs: -113.75000
time: 42.197, mvs: -113.87500
time: 42.400, mvs: -114.00000
time: 42.601, mvs: -114.00000
time: 42.802, mvs: -114.12500
time: 43.003, mvs: -114.12500
time: 43.203, mvs: -114.25000
time: 43.404, mvs: -114.37500
time: 43.605, mvs: -114.25000
time: 43.806, mvs: -114.37500
time: 44.011, mvs: -114.50000
time: 44.211, mvs: -114.50000
time: 44.415, mvs: -114.50000
time: 44.615, mvs: -114.50000
time: 44.816, mvs: -114.50000
time: 45.017, mvs: -114.50000
time: 45.218, mvs: -114.62500
time: 45.418, mvs: -114.75000
time: 45.619, mvs: -114.75000
time: 45.820, mvs: -114.87500
time: 46.020, mvs: -114.87500
time: 46.221, mvs: -114.87500
time: 46.422, mvs: -115.00000
time: 46.622, mvs: -115.00000
time: 46.823, mvs: -115.00000
time: 47.024, mvs: -115.00000
time: 47.224, mvs: -115.00000
time: 47.425, mvs: -115.12500
time: 47.627, mvs: -115.12500
time: 47.828, mvs: -115.12500
time: 48.031, mvs: -115.25000
time: 48.231, mvs: -115.25000
time: 48.432, mvs: -115.37500
time: 48.633, mvs: -115.25000
time: 48.834, mvs: -115.37500
time: 49.035, mvs: -115.37500
time: 49.236, mvs: -115.62500
time: 49.436, mvs: -115.62500
time: 49.637, mvs: -115.50000
time: 49.838, mvs: -115.50000
time: 50.038, mvs: -115.75000
time: 50.239, mvs: -115.62500
time: 50.440, mvs: -115.75000
time: 50.641, mvs: -115.87500
time: 50.841, mvs: -115.75000
time: 51.042, mvs: -115.75000
time: 51.243, mvs: -115.75000
time: 51.443, mvs: -115.87500
time: 51.644, mvs: -115.87500
time: 51.845, mvs: -115.87500
time: 52.046, mvs: -115.87500
time: 52.246, mvs: -116.00000
time: 52.447, mvs: -116.00000
time: 52.648, mvs: -116.00000
time: 52.849, mvs: -116.00000
time: 53.049, mvs: -116.00000
time: 53.250, mvs: -116.12500
time: 53.451, mvs: -116.12500
time: 53.651, mvs: -116.25000
time: 53.852, mvs: -116.37500
time: 54.053, mvs: -116.25000
time: 54.253, mvs: -116.25000
time: 54.454, mvs: -116.37500
time: 54.655, mvs: -116.50000
time: 54.856, mvs: -116.37500
time: 55.056, mvs: -116.37500
time: 55.259, mvs: -116.50000
